reproductiveCondition,occurrenceStatus,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,higherGeography,continent,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,georeferencedDate,dateIdentified,elevation,elevationAccuracy,hasCoordinate,hasGeospatialIssues
,PRESENT,1933-07-22,,203.0,203.0,1933.0,7.0,22.0,,Under spruce.,,,US,Montana,Missoula,,Copper Cliff.,,,,,,,,,,,,False,False
,PRESENT,1970-06-24,,175.0,175.0,1970.0,6.0,24.0,,"Slope 10%, west exposure; forested mountain slope; lodgepole pine-alpine fir forest; associated with Vaccinium sp (#1998 and 1999), Xerophyllum tenax.",,,US,Montana,Ravalli,,"Sapphire Mountains: Bitterroot National Forest: Rye Creek-Sleeping Child Creek Divide, 12 1/2 mi E of Darby.",,,,,,,,,,,,False,False
,PRESENT,1968-08-02,,215.0,215.0,1968.0,8.0,2.0,,"On 25% northeast facing slope, on forested mountainside.",,,US,Montana,Missoula,,"Lolo National Forest: Jocko Mountains, Butler Creek Watershed, 2.5 mi SW of TV Mountain, 7 mi N of Missoula.",,,,,,,,,,,,False,False
,PRESENT,1962-06-26,,177.0,177.0,1962.0,6.0,26.0,,"50-60% northwest slope in ""Dog-hair"" lodgepole pine forest.",,,US,Montana,Missoula,,"Lolo National Forest: Wagon Mountain Road, 3 mi W of junction with Graves Creek Road, 21 mi SW of Missoula.",,,,,,,,,,,,False,False
,PRESENT,1989-08-08,,220.0,220.0,1989.0,8.0,8.0,,Lodgepole pine forest with a groundlayer of Vaccinium scoparium and in more open areas with Trifolium haydenii.,,,US,Montana,Stillwater,,"Beartooth Mountains: S of Mystic Lake, ca 28 mi WNW of Red Lodge.",,,,,,,,,,,,False,False
,PRESENT,1928-06-29,,181.0,181.0,1928.0,6.0,29.0,,,,,US,South Dakota,Lawrence,,,,,,,,,,,,,,False,False
,PRESENT,1959-07-10,,191.0,191.0,1959.0,7.0,10.0,,Coniferous forest.,,,US,Wyoming,Teton,,Teton Pass.,,,,,,,,,,,,False,False
,PRESENT,1995-08-16,,228.0,228.0,1995.0,8.0,16.0,,Roadside.,,,US,Wyoming,Teton,,"Mount Leidy Highland Area: highland N of Lower Gros Ventre Drainage and S of Ditch and Slate Creeks: road above Middle Fork Ditch Creek, ca 6 air mi N of Lower Slide Lake.",,,,,,,,,,,,False,False
,PRESENT,1997-07-21,,202.0,202.0,1997.0,7.0,21.0,,"Douglas fir forest with Carex geyeri, Vaccinium membranaceum, and Antennaria racemosa.",,,US,Montana,Madison,,"Madison Range: Beaverhead National Forest: along the north side of Papoose Creek, ca 3 mi SW of Hilgard Peak.",,,,,,,,,,,,False,False
,PRESENT,1933-06-11,,162.0,162.0,1933.0,6.0,11.0,,,,,US,Wyoming,Teton,,Teton Park.,,,,,,,,,,,,False,False
,PRESENT,1995-08-16,,228.0,228.0,1995.0,8.0,16.0,,Streamside.,,,US,Wyoming,Teton,,"Mount Leidy Highland Area: highland N of Lower Gros Ventre Drainage and S of Ditch and Slate Creeks: Carmichael Fork, Slate Creek; ca 4 air mi N of Crystal Creek Campground.",,,,,,,,,,,,False,False
,PRESENT,1997-07-28,,209.0,209.0,1997.0,7.0,28.0,,"Spruce-fir forest with Arnica latifolia, Carex geyeri, Vaccinium scoparium, and Thalictrum occidentale.",,,US,Montana,Gallatin,,"Gallatin Range: Gallatin National Forest: Hidden Lakes, 4 mi E of U.S. Hwy 191, ca 30 mi SSW of Bozeman.",,,,,,,,,,,,False,False
,PRESENT,1997-07-09,,190.0,190.0,1997.0,7.0,9.0,,"Whitebark pine and subalpine fir parkland with Phlox multiflora, Carex geyeri, and Erythronium grandiflorum.",,,US,Idaho,Fremont,,"Centennial Mountains: Targhee National Forest: head of Tin Cup Creek on divide above Hell Roaring Creek, ca 1.5 mi SW of the summit of Mt. Jefferson.",,,,,,,,,,,,False,False
,PRESENT,1992-06-22,,174.0,174.0,1992.0,6.0,22.0,,"East-facing slope in Engelmann spruce forest with Thalictrum occidentalis, Physocarpus malvaceus, Rubus parviflorus, and Linnaea borealis.",,,US,Montana,Gallatin,,[location and coordinates withheld],,,,,,,,,,,,False,False
,PRESENT,2003-08-06,,218.0,218.0,2003.0,8.0,6.0,,"Mesic, mixed coniferous forest of spruce, fir, and lodgepole pine with Carex geyeri, Vaccinium scoparium, Orthilia secunda, and Chimaphila umbellata.",,,US,Wyoming,Teton,,"Yellowstone Plateau: Yellowstone National Park: along Mountain Ash Creek, 1/8-1/4 mi S of Union Falls, ca 6 mi NW of Grassy Lake Reservoir.",,,,,,,,,,,,False,False
,PRESENT,2003-08-06,,218.0,218.0,2003.0,8.0,6.0,,"Lodgepole pine forest with some spruce and fir and with Carex geyeri, Vaccinium scoparium, and Vaccinium membranaceum.",,,US,Wyoming,Teton,,"Yellowstone Plateau: Yellowstone National Park: along trail to Union Falls, ca 1/4 mi N of the Falls River, ca 1 mi N of Grassy Lake Reservoir.",,,,,,,,,,,,False,False
,PRESENT,2001-08-18,,230.0,230.0,2001.0,8.0,18.0,,"Just below loop in lodgepole pine forest with Carex geyeri, Calamagrostis rubescens, and Fragaria virginiana.",,,US,Wyoming,Teton,,Yellowstone Plateau: Yellowstone National Park: along trail to Elephant Back Mountain.,,,,,,,,,,,,False,False
,PRESENT,2005-08-09,,221.0,221.0,2005.0,8.0,9.0,,"Mixed coniferous forest of Picea engelmannii, Picea pungens, Abies lasiocarpa, and Pseudotsuga menziesii var. glauca with Calamagrostis rubescens, Carex rossii, and Pedicularis racemosa in the ground layer.",,,US,Wyoming,Lincoln,,"Salt River Range: Bridger-Teton National Forest: along south side of North Fork Murphy Creek, ca 10 mi SSE of Alpine.",,,,,,,,,,,,False,False
,PRESENT,2003-07-14,,195.0,195.0,2003.0,7.0,14.0,,"Riparian community under Engelmann spruce and Douglas fir with Rubus parviflorus, Calamagrostis canadensis, and Streptopus amplexifolius.",,,US,Montana,Gallatin,,"West Side of the Bridger Range: Gallatin National Forest: along South Cottonwood Creek, ca 8 mi NE of Bozeman.",,,,,,,,,,,,False,False
,PRESENT,1939-08-10,,222.0,222.0,1939.0,8.0,10.0,,,,,US,California,Siskiyou County,,"Sky High Valley, Marble Mts.",,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,US,California,Siskiyou County,,south side Mt. Shasta,,,,,,,,,,,,False,False
,PRESENT,1940-07-05,,187.0,187.0,1940.0,7.0,5.0,,,,,US,California,Siskiyou County,,At Wagon Camp. Mount Shasta,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,US,California,,,[no additional data],,,,,,,,,,,,False,False
,PRESENT,1901-06,,,,1901.0,6.0,,,,,,US,California,Siskiyou County,,Ridges and meadows near Marble Mountain,,,,,,,,,,,,False,False
,PRESENT,1940-06-06,,158.0,158.0,1940.0,6.0,6.0,,,,,US,California,Siskiyou County,,along the Castle Lake Road,,,,,,,,,,,,False,False
,PRESENT,1982-09-01,,244.0,244.0,1982.0,9.0,1.0,,,,,US,Ut,Cache,,"Tony Grove Area, Bear River Range, Wasatch Mtns. south side of Tony Grove Lake.",,,,,,,,,,,,False,False
,PRESENT,1858,,,,1858.0,,,,,,,US,,,,Oregon Boundry Commission,,,,,,,,,,,,False,False
,PRESENT,1883-06-29,,180.0,180.0,1883.0,6.0,29.0,,,,,US,Montana,,,Prickly Pear Creek,,,,,,,,,,,,False,False
,PRESENT,1950-07-27,,208.0,208.0,1950.0,7.0,27.0,,Spruce-fir slopes,,,US,Utah,Cache Co.,,"South of Tony Lake, Bear River Range",,,,,,,,,,,,False,False
,PRESENT,1917-08-24,,236.0,236.0,1917.0,8.0,24.0,,Dry slopes and ridges,,,US,Oregon,Harney Co.,,Steens Mountain,,,,,,,,,,,,False,False
,PRESENT,1984-06-21,,173.0,173.0,1984.0,6.0,21.0,,Spruce-fir forest,,,US,Utah,Wasatch Co.,,24 miles east of Heber City. Uinta National Forest. Wolf Creek,,,,,,,,,,,,False,False
,PRESENT,1899-07-15,,196.0,196.0,1899.0,7.0,15.0,,,,,US,Idaho,Washington Co.,,Deer Lake,,,,,,,,,,,,False,False
,PRESENT,1899-07-15,,196.0,196.0,1899.0,7.0,15.0,,,,,US,Idaho,Washington Co.,,Deer Lake,,,,,,,,,,,,False,False
,PRESENT,1883-07-15,,196.0,196.0,1883.0,7.0,15.0,,,,,US,Montana,,,Headwaters of Jocko River,,,,,,,,,,,,False,False
,PRESENT,1981-08-11,,223.0,223.0,1981.0,8.0,11.0,,Under mixed conifer forest,,,US,Utah,Wasatch Co.,,"Uinta National Forest, 17.75 miles east of Heber City, Mill Hollow ca. 0.5 mile below Mill Hollow Guard Station",,,,,,,,,,,,False,False
,PRESENT,1911-08-10,,222.0,222.0,1911.0,8.0,10.0,,North hillsides,,,US,Idaho,Washington Co.,,Tamarack,,,,,,,,,,,,False,False
,PRESENT,1937-08-08,,220.0,220.0,1937.0,8.0,8.0,,On timbered mountainside,,,US,Idaho,Adams Co.,,"6 miles north of Bear R. S., Weiser National Forest",,,,,,,,,,,,False,False
,PRESENT,1892-07-06,,188.0,188.0,1892.0,7.0,6.0,,,,,US,Idaho,,,Owyhee Mountains,,,,,,,,,,,,False,False
,PRESENT,1982-09-01,,244.0,244.0,1982.0,9.0,1.0,,On south side of lake,,,US,Utah,Cache Co.,,"Tony Grove Lake, Bear River Range of the Wasatch Mountains",,,,,,,,,,,,False,False
,PRESENT,1953-07-02,,183.0,183.0,1953.0,7.0,2.0,,In wet drying soil,,,US,Utah,Cache Co.,,Hillside south of Tony Grove Lake,,,,,,,,,,,,False,False
,PRESENT,1946-08-01,,213.0,213.0,1946.0,8.0,1.0,,,,,US,Idaho,Caribou Co.,,"About 12 miles southwest of Auburn, Wyoming. On crest of Peale Mountains.",,,,,,,,,,,,False,False
,PRESENT,1899-07-15,,196.0,196.0,1899.0,7.0,15.0,,,,,US,Idaho,Washington,Deer Lake,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False
,PRESENT,2007-07-01,,182.0,182.0,2007.0,7.0,1.0,,,,,US,Idaho,Bonner,"North of Priest Lake, Rd. 1041.",,,,,,,,,,,,,False,False
,PRESENT,1911-08-10,,222.0,222.0,1911.0,8.0,10.0,,,,,US,Idaho,Washington,Tamarack,,,,,,,,,,,,,False,False
,PRESENT,1899-07-15,,196.0,196.0,1899.0,7.0,15.0,,,,,US,Idaho,Washington,Deer Lake,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False
,PRESENT,1980-05-30,,151.0,151.0,1980.0,5.0,30.0,,,,,US,Idaho,Bonner,Priest Lake River Exp. Above road to Gisborne L. O.,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False
,PRESENT,1953-07-23,,204.0,204.0,1953.0,7.0,23.0,,,,,US,Oregon,Marion,"One mile south of Olallie Lake, on north shore of Horseshoe Lake.",,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False
,PRESENT,1963-08-21,,233.0,233.0,1963.0,8.0,21.0,,,,,US,Montana,Ravalli,Bitterroot Forest. Near Rye Creek - Sleeping Child Creek Divide; 13.5 miles east of Darby.,,,,,,,,,,,,,False,False
,PRESENT,1917-08-24,,236.0,236.0,1917.0,8.0,24.0,,,,,US,Oregon,Harney,Steens Mountain,,,,,,,,,,,,,False,False
,PRESENT,1955-08-18,,230.0,230.0,1955.0,8.0,18.0,,,,,US,Idaho,Bonner,"Hager Pond area, 3.2 kilometers (2 miles) south of Nordman, near Route 57. Boise Mer.",,,,,,,,,,,,,False,False
,PRESENT,1973-07-17,,198.0,198.0,1973.0,7.0,17.0,,,,,US,Montana,Flathead,"Flathead National Forest. Salish Mountains, North Fork of Miller Creek 0.9 miles south of Keith Mountain; 17.7 miles east-southeast of Whitefish.",,,,,,,,,,,,,False,False
,PRESENT,1977-08-17,,229.0,229.0,1977.0,8.0,17.0,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False
,PRESENT,1973-06-25,,176.0,176.0,1973.0,6.0,25.0,,,,,US,Montana,Flathead,"Flathead National Forest, Flathead Range, Desert Mtn., Divide Ridge 0.1 miles south-southeast of Lookout, 5.1 miles east-northeast of Hungry Horse.",,,,,,,,,,,,,False,False
,PRESENT,1982-06-21,,172.0,172.0,1982.0,6.0,21.0,,,,,US,Montana,Ravalli,"Bitterroot Mts., McCalla Creek watershed 2 mi. ESE of St. Mary Peak; 5.7 mi. WSW of Stevensville.",,,,,,,,,,,,,False,False
,PRESENT,1958-06-14,,165.0,165.0,1958.0,6.0,14.0,,,,,US,Oregon,,Blue Mts.,,,,,,,,,,,,,False,False
,PRESENT,1933-08-13,,225.0,225.0,1933.0,8.0,13.0,,,,,US,Oregon,Wasco,Along East Fork Hood River; near Sherwood Forest Camp; Mount Hood National Forest.,,,,,,,,,,,,,False,False
,PRESENT,1977-08-17,,229.0,229.0,1977.0,8.0,17.0,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False
,PRESENT,1923-07-11,,192.0,192.0,1923.0,7.0,11.0,,,,,US,Montana,Stillwater,West Rosebud River.,,,,,,,,,,,,,False,False
,PRESENT,1954-06-19,,170.0,170.0,1954.0,6.0,19.0,,,,,US,Oregon,,Rogue river valley.,,,,,,,,,,,,,False,False
,PRESENT,1970-08-18,,230.0,230.0,1970.0,8.0,18.0,,,,,US,Montana,Ravalli,"Bitterroot Forest. Sapphire Mountains, Rye Creek-Sleeping Child Creek Divide; 12.5 miles E of Darby.",,,,,,,,,,,,,False,False
,PRESENT,1975-07-01,,182.0,182.0,1975.0,7.0,1.0,,,,,US,Montana,Stillwater,21 miles south of Fishtail at the Mystic Lake power plant.,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,ASIA,AF,,,Vicinity of Helena.,,,,,,,,,,,,,False,False
,PRESENT,1930-06-09,,160.0,160.0,1930.0,6.0,9.0,,,,,US,Oregon,Douglas,"Rogue-Umpua Divide, Diamond Lake Road.",,,,,,,,,,,,,False,False
,PRESENT,1970-06-24,,175.0,175.0,1970.0,6.0,24.0,,,,,US,Montana,Ravalli,"Bitterroot Forest. Sapphire Mountains, Rye Creek-Sleeping Child Creek Divide; 12.5 miles east of Darby.",,,,,,,,,,,,,False,False
,PRESENT,1954-06-13,,164.0,164.0,1954.0,6.0,13.0,,,,,US,Oregon,,"Mt. hood, wapinilia pass.",,,,,,,,,,,,,False,False
,PRESENT,1918-09-26,,269.0,269.0,1918.0,9.0,26.0,,,,,US,Oregon,Union,Near Cove.,,,,,,,,,,,,,False,False
,PRESENT,1968-08-25,,238.0,238.0,1968.0,8.0,25.0,,,,,US,Montana,Beaverhead,Centennial Mountains.,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,ASIA,AF,,,No specific locality recorded.,,,,,,,,,,,,,False,False
,PRESENT,1977-08-10,,222.0,222.0,1977.0,8.0,10.0,,,,,US,Idaho,Bonner,"Selkirk Range, head of Canyon Creek 0.7 miles NNE of Gisborn Mountain. (Lookout); 11 miles WNW of Sandpoint.",,,,,,,,,,,,,False,False
,PRESENT,1970-06-24,,175.0,175.0,1970.0,6.0,24.0,,,,,US,Montana,Ravalli,"Bitterroot Forest, Sapphire Mountains, Rye Creek, Sleeping Child Creek Divide (west edge of burn), 13 miles east of Darby.",,,,,,,,,,,,,False,False
,PRESENT,1918-07-20,,201.0,201.0,1918.0,7.0,20.0,,,,,US,Oregon,,Crater Lake National Park.,,,,,,,,,,,,,False,False
,PRESENT,1899-06-20,,171.0,171.0,1899.0,6.0,20.0,,,,,US,Montana,Lewis and Clark,Red Mountain.,,,,,,,,,,,,,False,False
,PRESENT,1972-08-17,,230.0,230.0,1972.0,8.0,17.0,,,,,US,Idaho,Bonner,"Kaniksu National Forest. Granite Creek, 0.4 miles southeast of Granite Creek Bridge, 4.2 miles north-northwest of Nordman.",,,,,,,,,,,,,False,False
,PRESENT,1958-06-20,,171.0,171.0,1958.0,6.0,20.0,,,,,US,Idaho,,Lookout pass.,,,,,,,,,,,,,False,False
,PRESENT,1957-07-25,,206.0,206.0,1957.0,7.0,25.0,,,,,US,Oregon,Union,East Eagle Cr. Falls area.,,,,,,,,,,,,,False,False
,PRESENT,1963-07-02,,183.0,183.0,1963.0,7.0,2.0,,,,,US,Montana,Mineral,"Lolo Forest. Gold Peak, Jocko Mountains; 19 miles northeast of Missoula.",,,,,,,,,,,,,False,False
,PRESENT,1954-06-13,,164.0,164.0,1954.0,6.0,13.0,,,,,US,Oregon,,"Above the government camp, Mt. hood.",,,,,,,,,,,,,False,False
,PRESENT,1899-06-20,,171.0,171.0,1899.0,6.0,20.0,,,,,US,Montana,Lewis and Clark,Red Mountain.,,,,,,,,,,,,,False,False
,PRESENT,1902-07-21,,202.0,202.0,1902.0,7.0,21.0,,,,,US,Washington,Yakima,"""Wiesehalde"", Mount Adams.",,,,,,,,,,,,,False,False
,PRESENT,1892-07-06,,188.0,188.0,1892.0,7.0,6.0,,,,,US,Idaho,,Owyhee Mountains,,,,,,,,,,,,,False,False
,PRESENT,1972-08-30,,243.0,243.0,1972.0,8.0,30.0,,,,,US,Montana,Mineral,"Lolo National Forest. Deer Peak Range, Deer Creek Watershed 2.6 miles southwest of Deer Peak; 10.2 miles southwest of Alberton.",,,,,,,,,,,,,False,False
,PRESENT,1939-08-30,,242.0,242.0,1939.0,8.0,30.0,,,,NORTH_AMERICA,CA,Alberta,,Waterton Lakes National Park.,,,,,,,,,,,,,False,False
,PRESENT,1946-08-01,,213.0,213.0,1946.0,8.0,1.0,,,,,US,Idaho,Caribou,"About 12 miles southwest of Auburn, Wyoming. On crest of Peale Mountains.",,,,,,,,,,,,,False,False
,PRESENT,1972-05-25,,146.0,146.0,1972.0,5.0,25.0,,,,,US,Montana,Mineral,Lolo National Forest. Fish Creek Valley 1.5 miles west junction of South Fork Fork Fish Creek; 12.8 miles west-southwest of Alberton.,,,,,,,,,,,,,False,False
,PRESENT,1934-08-20,,232.0,232.0,1934.0,8.0,20.0,,,,NORTH_AMERICA,CA,Alberta,,"Cameron lake, Waterton Lakes National Park.",,,,,,,,,,,,,False,False
,PRESENT,1965-06-16,,167.0,167.0,1965.0,6.0,16.0,,,,,US,Idaho,Teton,5 miles west of Victor.,,,,,,,,,,,,,False,False
,PRESENT,1971-08-28,,240.0,240.0,1971.0,8.0,28.0,,,,,US,Montana,Madison,1 1/2 miles up Beehive Basin trail from trail junction at middle fork road.,,,,,,,,,,,,,False,False
,PRESENT,1880,,,,1880.0,,,,,,,US,Washington,,,,,,,,,,,,,,,False,False
,PRESENT,1902-07-21,,202.0,202.0,1902.0,7.0,21.0,,,,,US,Washington,Yakima,"""Wiesenhalde"", southeast side, Mount Adams.",,,,,,,,,,,,,False,False
,PRESENT,1970-06-18,,169.0,169.0,1970.0,6.0,18.0,,,,,US,Idaho,Teton,"Drake Creek, 6 miles west of Victor.",,,,,,,,,,,,,False,False
,PRESENT,1949-07-14,,195.0,195.0,1949.0,7.0,14.0,,,,NORTH_AMERICA,CA,British Columbia,,Hope-Princeton Highway.,,,,,,,,,,,,,False,False
,PRESENT,1961-09-08,,251.0,251.0,1961.0,9.0,8.0,,,,,US,Montana,Lincoln,Bull Lake.,,,,,,,,,,,,,False,False
,PRESENT,1973-10-07,,280.0,280.0,1973.0,10.0,7.0,,,,,US,Washington,Clallam,Milepose 181 on highway 101.,,,,,,,,,,,,,False,False
,PRESENT,1961-07-29,,210.0,210.0,1961.0,7.0,29.0,,,,,US,Idaho,Lemhi,Lost Trail Pass along US 93.,,,,,,,,,,,,,False,False
,PRESENT,1885-06-29,,180.0,180.0,1885.0,6.0,29.0,,,,,US,Washington,,Mount Adams.,,,,,,,,,,,,,False,False
,PRESENT,1960-08-05,,218.0,218.0,1960.0,8.0,5.0,,,,,US,Montana,Lincoln,"North of Libby, top of Zorgler Mountain.",,,,,,,,,,,,,False,False
,PRESENT,1973-07-02,,183.0,183.0,1973.0,7.0,2.0,,,,NORTH_AMERICA,CA,British Columbia,,"Slide overlooking Meager Creek, ca. 1 mile above its junction with Lillooet River.",,,,,,,,,,,,,False,False
,PRESENT,1961-07-20,,201.0,201.0,1961.0,7.0,20.0,,,,NORTH_AMERICA,CA,British Columbia,,"Mile 355, Alaska highway.",,,,,,,,,,,,,False,False
,PRESENT,1950-07-21,,202.0,202.0,1950.0,7.0,21.0,,,,,US,Oregon,Wallowa,"At Horseshoe Lake, Lake Basin, Wallowa Mountains.",,,,,,,,,,,,,False,False
,PRESENT,1883-06-26,,177.0,177.0,1883.0,6.0,26.0,,,,,US,Washington,,Mount Adams.,,,,,,,,,,,,,False,False
,PRESENT,1979-05-23,,143.0,143.0,1979.0,5.0,23.0,,,,,US,Montana,Lincoln,"West Cabinet Range, 1.5 miles southwest of Burnt Peak; 10 miles southwest of Troy.",,,,,,,,,,,,,False,False
,PRESENT,1953-07-28,,209.0,209.0,1953.0,7.0,28.0,,,,,US,Oregon,Grant,"Along Buck Cabin Creek, 3.5 miles west of Fields Peak.",,,,,,,,,,,,,False,False
,PRESENT,1961-07-29,,210.0,210.0,1961.0,7.0,29.0,,,,NORTH_AMERICA,CA,British Columbia,,"Mile 195, Alaska highway.",,,,,,,,,,,,,False,False
,PRESENT,1899-08-27,,239.0,239.0,1899.0,8.0,27.0,,,,,US,Washington,,Mount Adams.,,,,,,,,,,,,,False,False
,PRESENT,2005-06-06,,157.0,157.0,2005.0,6.0,6.0,,,,,US,Idaho,Latah,Great White Pine campground.,,,,,,,,,,,,,False,False
,PRESENT,1903-07-05,,186.0,186.0,1903.0,7.0,5.0,,,,,US,Montana,Glacier,Midvale.,,,,,,,,,,,,,False,False
,PRESENT,1971-06-28,,179.0,179.0,1971.0,6.0,28.0,,,,,US,Oregon,Wallowa,Wallowa Mountains; about 1.5 mi. up Bowman Trail south of Lostine.,,,,,,,,,,,,,False,False
,PRESENT,1967-06-09,,160.0,160.0,1967.0,6.0,9.0,,,,NORTH_AMERICA,CA,British Columbia,,10 miles north of Summit Lake on Hart Highway.,,,,,,,,,,,,,False,False
,PRESENT,1958-07-04,,185.0,185.0,1958.0,7.0,4.0,,,,NORTH_AMERICA,CA,British Columbia,,"Arrow park, fisher creek.",,,,,,,,,,,,,False,False
,PRESENT,1936-05-02,,123.0,123.0,1936.0,5.0,2.0,,,,,US,Idaho,Latah,"The Thatuna Hills, one mile west of the Twins.",,,,,,,,,,,,,False,False
,PRESENT,1992-07-22,,204.0,204.0,1992.0,7.0,22.0,,,,,US,California,Del Norte,"Near summit of o''brien-happy camp road, at junction of bolan lake road,",,,,,,,,,,,,,False,False
,PRESENT,1954-06-04,,155.0,155.0,1954.0,6.0,4.0,,,,,US,Oregon,Wallowa,"Near south fork of the Lostine River, 18 miles southeast of Lostine.",,,,,,,,,,,,,False,False
,PRESENT,1930-08-26,,238.0,238.0,1930.0,8.0,26.0,,,,,US,Montana,Glacier,Logan Pass. Hanging Gardens. 6800-7500 ft. Glacier National Park.,,,,,,,,,,,,,False,False
,PRESENT,1995-09-01,,244.0,244.0,1995.0,9.0,1.0,,,,,US,Washington,Skagit,Near headwaters of O''Toole Creek.,,,,,,,,,,,,,False,False
,PRESENT,1886-08-16,,228.0,228.0,1886.0,8.0,16.0,,,,,US,Montana,Cascade,Belt Park.,,,,,,,,,,,,,False,False
,PRESENT,1889-08,,,,1889.0,8.0,,,,,,US,Washington,,Mount Rainier.,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,US,Montana,Missoula,Missoula.,,,,,,,,,,,,,False,False
,PRESENT,1967-08-22,,234.0,234.0,1967.0,8.0,22.0,,,,NORTH_AMERICA,CA,British Columbia,,One mile N of parsnip river along the hart highway.,,,,,,,,,,,,,False,False
,PRESENT,1938-05-27,,147.0,147.0,1938.0,5.0,27.0,,,,,US,Idaho,Idaho,Lolo Pass.,,,,,,,,,,,,,False,False
,PRESENT,1962-06-01,,152.0,152.0,1962.0,6.0,1.0,,,,,US,Oregon,Baker,McCully Fork Creek above forest camp.,,,,,,,,,,,,,False,False
,PRESENT,1933-07-22,,203.0,203.0,1933.0,7.0,22.0,,,,,US,Montana,Missoula,Copper Cliff.,,,,,,,,,,,,,False,False
,PRESENT,1940-07-22,,204.0,204.0,1940.0,7.0,22.0,,,,NORTH_AMERICA,CA,British Columbia,,Takla Lake about 9 miles northwest of Takla Landing.,,,,,,,,,,,,,False,False
,PRESENT,1907-08-02,,214.0,214.0,1907.0,8.0,2.0,,,,,US,Washington,,Olympic Mountains. Elwha Valley.,,,,,,,,,,,,,False,False
,PRESENT,1962-06-01,,152.0,152.0,1962.0,6.0,1.0,,,,,US,Oregon,Baker,McCully Fork Creek above forest camp.,,,,,,,,,,,,,False,False
,PRESENT,1938-05-27,,147.0,147.0,1938.0,5.0,27.0,,,,,US,Montana,Missoula,Lolo Hot Springs.,,,,,,,,,,,,,False,False
,PRESENT,1946-07-12,,193.0,193.0,1946.0,7.0,12.0,,,,NORTH_AMERICA,CA,British Columbia,,"Along trail to forest fire lookout station, mcbride.",,,,,,,,,,,,,False,False
,PRESENT,1938-05-27,,147.0,147.0,1938.0,5.0,27.0,,,,,US,Idaho,Idaho,Lolo Pass.,,,,,,,,,,,,,False,False
,PRESENT,1958-07-05,,186.0,186.0,1958.0,7.0,5.0,,,,NORTH_AMERICA,CA,British Columbia,,"Arrow park, stevens creek.",,,,,,,,,,,,,False,False
,PRESENT,1892-06-20,,172.0,172.0,1892.0,6.0,20.0,,,,,US,Washington,,[no locality given on the label].,,,,,,,,,,,,,False,False
,PRESENT,1962-06-01,,152.0,152.0,1962.0,6.0,1.0,,,,,US,Oregon,Baker,McCully Fork Creek above forest camp.,,,,,,,,,,,,,False,False
,PRESENT,1923-05-20,,140.0,140.0,1923.0,5.0,20.0,,,,,US,Montana,Missoula,About 2 miles above Bonner.,,,,,,,,,,,,,False,False
,PRESENT,1958-07-04,,185.0,185.0,1958.0,7.0,4.0,,,,NORTH_AMERICA,CA,British Columbia,,"Arrow park, makison flats.",,,,,,,,,,,,,False,False
,PRESENT,1962-06-01,,152.0,152.0,1962.0,6.0,1.0,,,,,US,Oregon,Baker,McCully Fork Creek above forest camp.,,,,,,,,,,,,,False,False
,PRESENT,1956-08-12,,225.0,225.0,1956.0,8.0,12.0,,,,NORTH_AMERICA,CA,British Columbia,,Dam Mt.,,,,,,,,,,,,,False,False
,PRESENT,1924-05-25,,146.0,146.0,1924.0,5.0,25.0,,,,,US,Montana,Missoula,Clinton. 3 miles east. Wallace Creek.,,,,,,,,,,,,,False,False
,PRESENT,1955-07-15,,196.0,196.0,1955.0,7.0,15.0,,,,,US,Idaho,Shoshone,"High summit, Bullion Pass, along Idaho State Line.",,,,,,,,,,,,,False,False
,PRESENT,1929-08,,,,1929.0,8.0,,,,,,US,Washington,,"Stevens Pass Region, Cascade Mountains.",,,,,,,,,,,,,False,False
,PRESENT,1948-07-15,,197.0,197.0,1948.0,7.0,15.0,,,,,US,Montana,Missoula,"1/2 mile east of Upper Holland Lake, Flathead Range, Flathead National Forest.",,,,,,,,,,,,,False,False
,PRESENT,1929-07-01,,182.0,182.0,1929.0,7.0,1.0,,,,,US,Montana,,"Echo Lake, Rocky Mountains, Flathead National Forest.",,,,,,,,,,,,,False,False
