reproductiveCondition,occurrenceStatus,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,higherGeography,continent,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,georeferencedDate,dateIdentified,elevation,elevationAccuracy,hasCoordinate,hasGeospatialIssues,geocoding_query
flowers,PRESENT,1951-07-15,,196.0,196.0,1951.0,7.0,15.0,,,"U.S.A., Idaho, Idaho County",,US,Idaho,Idaho,,Elk Mt.,,,,,,,,,,,,False,False,"Elk Mt., Idaho, Idaho, US"
flowers,PRESENT,1951-07-15,,196.0,196.0,1951.0,7.0,15.0,,,"U.S.A., Idaho, Idaho County",,US,Idaho,Idaho,,Elk Mt.,,,,,,,,,,,,False,False,"Elk Mt., Idaho, Idaho, US"
flowers,PRESENT,1948-07-12,,194.0,194.0,1948.0,7.0,12.0,,,"U.S.A., Montana, Lake County",,US,Montana,Lake,,Cliffs high above and ca 6 miles S.E. of McDonald Lake; Mission Range.,,,,,,,,,,,,False,False,"Cliffs high above and ca 6 miles S.E. of McDonald Lake; Mission Range., Lake, Montana, US"
buds,PRESENT,1923-08-27,,239.0,239.0,1923.0,8.0,27.0,,Gulch.,"U.S.A., Oregon, Josephine County",,US,Oregon,Josephine,,Gulch near entrance to Oregon Cave.,,,,,,,,,,,,False,False,"Gulch near entrance to Oregon Cave., Josephine, Oregon, US"
flowers,PRESENT,1952-05-20,,141.0,141.0,1952.0,5.0,20.0,,In woods along creek bottom.,"U.S.A., Montana, Missoula County",,US,Montana,Missoula,,Deer Creek Road.,,1200 m.,,,,,,,,1200.0,,False,False,"Deer Creek Road., Missoula, Montana, US"
buds,PRESENT,1977-08-17,,229.0,229.0,1977.0,8.0,17.0,,Shrubfield on former (cut & burned) Douglas-fir w. larch forest.,"U.S.A., Montana, Mineral County",,US,Montana,Mineral,,"Coeur d'Alene Mts., Newman Ridge 1.5 mi. NE of Newman Peak; 7.5 mi. W of St. Regis.",,5100 ft.,,,,,,,1977-01-01T00:00:00,1555.0,,False,True,"Coeur d'Alene Mts., Newman Ridge 1.5 mi. NE of Newman Peak; 7.5 mi. W of St. Regis., Mineral, Montana, US"
flowers,PRESENT,1977-06-17,,168.0,168.0,1977.0,6.0,17.0,,With Festuca viridula .,"U.S.A., Idaho, Idaho County",,US,Idaho,Idaho,,"Nezperce NF, along Canteen Creek, in the vicinity of the meadow below the falls, approximately 3/4 mile above trail crossing.",,,,,,,,,,,,False,False,"Nezperce NF, along Canteen Creek, in the vicinity of the meadow below the falls, approximately 3/4 mile above trail crossing., Idaho, Idaho, US"
fruits,PRESENT,1988-06-27,,179.0,179.0,1988.0,6.0,27.0,,,"U.S.A., Idaho, Bonner County",,US,Idaho,Bonner,,"Vista Point; west side of Lake Pend Oreille, on Johnson Creek Road.",,4500 ft.,,,,,,,,1372.0,,False,False,"Vista Point; west side of Lake Pend Oreille, on Johnson Creek Road., Bonner, Idaho, US"
fruits,PRESENT,1991-07-28,,209.0,209.0,1991.0,7.0,28.0,,Lodgepole pine forest.,"U.S.A., Idaho, Teton County",,US,Idaho,Teton,,"Targhee National Forest: West Slope Teton Range: slope above South Badger Creek, ca 10.5 air mi NE of Tetonia.",,8000 ft.,,,,,,,,2439.0,,False,True,"Targhee National Forest: West Slope Teton Range: slope above South Badger Creek, ca 10.5 air mi NE of Tetonia., Teton, Idaho, US"
fruits,PRESENT,1946-08-12,,224.0,224.0,1946.0,8.0,12.0,,"Frequent, loam soil in spruce-fire woodland.","U.S.A., Oregon, Baker County",,US,Oregon,Baker,,"Along Antone Creek, 4 miles below Anthony Lakes, Blue Mountains.",,,,,,,,,1946-08-12T00:00:00,,,False,False,"Along Antone Creek, 4 miles below Anthony Lakes, Blue Mountains., Baker, Oregon, US"
fruits,PRESENT,1937-08-15,,227.0,227.0,1937.0,8.0,15.0,,,"U.S.A., Wyoming",,US,Wyoming,,,"String Lake, Teton Park.",,,,,,,,,1937-01-01T00:00:00,,,False,False,"String Lake, Teton Park., , Wyoming, US"
vegetative,PRESENT,1986-08-12,,224.0,224.0,1986.0,8.0,12.0,,Shaded moist stream.,"U.S.A., Wyoming, Fremont County",,US,Wyoming,Fremont,,Sides along the Little Popo Agie River.,,8700 ft.,,,,,,,1986-08-12T00:00:00,2652.0,,False,True,"Sides along the Little Popo Agie River., Fremont, Wyoming, US"
fruits,PRESENT,1940-06-24,,176.0,176.0,1940.0,6.0,24.0,6/24/40,Moist ravine under Douglas fir.,"U.S.A., Idaho, Idaho County",,US,Idaho,Idaho,,Graves Pt. L.O.,,4500 ft.,,,,,,,1940-01-01T00:00:00,1372.0,,False,False,"Graves Pt. L.O., Idaho, Idaho, US"
flowers,PRESENT,1936-05-14,,135.0,135.0,1936.0,5.0,14.0,,Roadside in hemlock forest near south shore.,"U.S.A., Idaho, Bonner County",,US,Idaho,Bonner,,Priest Lake.,,3000 ft.,,,,,,,1942-01-01T00:00:00,915.0,,False,False,"Priest Lake., Bonner, Idaho, US"
flowers,PRESENT,1936-05-02,,123.0,123.0,1936.0,5.0,2.0,,"Rocky south slope, open pine woods near crest of ridge. Arid Transition Life Zone.","U.S.A., Idaho, Latah County",,US,Idaho,Latah,,"One mile west of The Twins, Thatuna Hills.",,,,,,,,,1942-01-01T00:00:00,,,False,False,"One mile west of The Twins, Thatuna Hills., Latah, Idaho, US"
flowers,PRESENT,1972-05-27,,148.0,148.0,1972.0,5.0,27.0,,Shady forest floor.,"U.S.A., Idaho, Boise County",,US,Idaho,Boise,,Near Wapiti Cr.,,,,,,,,,1972-01-01T00:00:00,,,False,False,"Near Wapiti Cr., Boise, Idaho, US"
flowers,PRESENT,1939-07-23,,204.0,204.0,1939.0,7.0,23.0,,,"U.S.A., Idaho, Lemhi County",,US,Idaho,Lemhi,,Long Tom Mt.,,,,,,,,,1939-01-01T00:00:00,,,False,False,"Long Tom Mt., Lemhi, Idaho, US"
flowers,PRESENT,1938-06-05,,156.0,156.0,1938.0,6.0,5.0,,Forest openings.,"U.S.A., Idaho",,US,Idaho,,,Nez Perce Natl. For.,,,,,,,,,1942-01-01T00:00:00,,,False,False,"Nez Perce Natl. For., , Idaho, US"
,PRESENT,1969-07-20,,201.0,201.0,1969.0,7.0,20.0,[20/7/1969],,,,US,,,,"Granite Mountain, North Bend (Calif.)",,,,,,,,,,,,False,False,"Granite Mountain, North Bend (Calif.), , US"
,PRESENT,,,,,,,,S.D.,,,,,,,,S.L.,,,,,,,,,,,,False,False,S.L.
,PRESENT,1978-08-29,,241.0,241.0,1978.0,8.0,29.0,[29/8/1978],,,NORTH_AMERICA,CA,,,,Mt. Seymour (B.C.),,,,,,,,,,,,False,False,"Mt. Seymour (B.C.), , CA"
fruits,PRESENT,1965-06-08,,159.0,159.0,1965.0,6.0,8.0,,Sandy soil. Ponderosa pine forest. No slope.,"U.S.A., Idaho, Valley County",,US,Idaho,Valley,,End of peninsula of Payette Lake. North Fork Payette River.,,5080 ft.,,,,,,,,1549.0,,False,False,"End of peninsula of Payette Lake. North Fork Payette River., Valley, Idaho, US"
fertile,PRESENT,1972-07-15,,197.0,197.0,1972.0,7.0,15.0,,Plot 5K - N.F. (DF),"U.S.A., Idaho, Adams County",,US,Idaho,Adams,,"15 miles of New Meadows, Hwy 95",,,,,,,,,1972-01-01T00:00:00,,,False,False,"15 miles of New Meadows, Hwy 95, Adams, Idaho, US"
,PRESENT,1979-06-02,,153.0,153.0,1979.0,6.0,2.0,6/2/1979,Aspect: S. Slope: 20.,"U.S.A., Idaho, Kootenai County",,US,Idaho,Kootenai,,Coeur d'Alene N.F.  Huckleberry Mtn.  Veg type:  Abies lasiocarpa/Clintonia uniflora-Xerophyllum tenax.,,4750 ft.,,,,,,,,1448.0,,False,True,"Coeur d'Alene N.F.  Huckleberry Mtn.  Veg type:  Abies lasiocarpa/Clintonia uniflora-Xerophyllum tenax., Kootenai, Idaho, US"
flowers and fruits,PRESENT,1955-07-28,,209.0,209.0,1955.0,7.0,28.0,,"Acid soils in ponderosa pine, Douglas-fir and mixed conifers ; sometimes forms pur understory in lodgepole and Engelmann spruce stands.","U.S.A., Idaho",,US,Idaho,,,"Grimes Creek, Boise National Forest.",,,,,,,,,1974-01-01T00:00:00,,,False,False,"Grimes Creek, Boise National Forest., , Idaho, US"
fertile,PRESENT,1974-07-04,,185.0,185.0,1974.0,7.0,4.0,,Slope: 10%; Exposure: 190 deg.; Vegetation type: Abies lasiocarpa/Xerophyllum tenax,"U.S.A., Idaho, Valley County",,US,Idaho,Valley,,Payette N. F.; Approx 1 mile south of Lick Cr. Summit,,6000 ft.,,,,,,,1974-01-01T00:00:00,1829.0,,False,False,"Payette N. F.; Approx 1 mile south of Lick Cr. Summit, Valley, Idaho, US"
,PRESENT,1974-07-04,,185.0,185.0,1974.0,7.0,4.0,7/4/1974,Aspect: 190. Slope: 10.,"U.S.A., Idaho, Valley County",,US,Idaho,Valley,,Payette N.F.  Approx. 1 mi. S of Lick Cr. Summitt.  Veg type:  Abies lasiocarpa/Xerophyllum tenax,,6000 ft.,,,,,,,,1829.0,,False,True,"Payette N.F.  Approx. 1 mi. S of Lick Cr. Summitt.  Veg type:  Abies lasiocarpa/Xerophyllum tenax, Valley, Idaho, US"
flowers,PRESENT,1974-06-25,,176.0,176.0,1974.0,6.0,25.0,,Slope: 30% ; Exposure: 350 deg. ; Vegetation type: Abies Grandis/Vaccinium globulare.,"U.S.A., Oregon, Wallowa County",,US,Oregon,Wallowa,,Wallowa-Whitman. ; Near Duck Lake ; Willamette Prime Meridian,,5950 ft.,,,,,,,1974-01-01T00:00:00,1814.0,,False,True,"Wallowa-Whitman. ; Near Duck Lake ; Willamette Prime Meridian, Wallowa, Oregon, US"
fruits,PRESENT,1972-07-27,,209.0,209.0,1972.0,7.0,27.0,,"8% slope. North exposure. Abies lasiocarpa/Clintonia uniflora H. T. community. Associated with Menziesia ferruginea, Thalictrum occidentale, Spiraea pyramidata, Bromus vulgaris, Linnea borealis.","U.S.A., Idaho, Valley County",,US,Idaho,Valley,,Boise N. F. Upper Big Creek. H. T. Plot 90K.,,5520 ft.,,,,,,,,1683.0,,False,True,"Boise N. F. Upper Big Creek. H. T. Plot 90K., Valley, Idaho, US"
vegetative,PRESENT,1972-07-26,,208.0,208.0,1972.0,7.0,26.0,,"17% slope. North exposure. Abies grandis/Spiraea betulifolia H. T. community. Associated with Lonicera utahensis, Chimaphila umbellata, Thalictrum occidentale, Pyrola picta.","U.S.A., Idaho, Valley County",,US,Idaho,Valley,,Boise N. F. Snowbank Mtn. road. H. T. Plot 125.,,5740 ft.,,,,,,,,1750.0,,False,True,"Boise N. F. Snowbank Mtn. road. H. T. Plot 125., Valley, Idaho, US"
fertile,PRESENT,1974-07-04,,185.0,185.0,1974.0,7.0,4.0,,Slope: 30%; Exposure: 180 deg.; Vegetation type: Abies lasiocarpa/Xerophyllum tenax,"U.S.A., Idaho, Valley County",,US,Idaho,Valley,,1/4 mile South of Lick Cr. Summit,,6680 ft.,,,,,,,1975-01-01T00:00:00,2037.0,,False,True,"1/4 mile South of Lick Cr. Summit, Valley, Idaho, US"
flowers,PRESENT,1979-06-02,,153.0,153.0,1979.0,6.0,2.0,,Slope: 20% ; Exposure: South ; Vegetation type: Abies lasiocarpa/Clintonia uniflora ; Associated plants: Xerophyllum tenax,"U.S.A., Idaho, Kootenai County",,US,Idaho,Kootenai,,Huckleberry Mtn. Coeur d'Alene National Forest,,4750 ft.,,,,,,,1979-01-01T00:00:00,1448.0,,False,True,"Huckleberry Mtn. Coeur d'Alene National Forest, Kootenai, Idaho, US"
,PRESENT,1974-07-04,,185.0,185.0,1974.0,7.0,4.0,7/4/1974,Aspect: 180. Slope: 30.,"U.S.A., Idaho, Valley County",,US,Idaho,Valley,,Payette N.F.  0.25 miles south of Lick Cr. Summit.  Veg type:  Abies lasiocarpa/Xerophyllum tenax,,6680 ft.,,,,,,,,2037.0,,False,True,"Payette N.F.  0.25 miles south of Lick Cr. Summit.  Veg type:  Abies lasiocarpa/Xerophyllum tenax, Valley, Idaho, US"
,PRESENT,1972-07-26,,208.0,208.0,1972.0,7.0,26.0,7/26/1972,Aspect: N. Slope: 17.,"U.S.A., Idaho, Valley County",,US,Idaho,Valley,,"Boise N.F.  Snowbank Mtn. Rd.  Veg type:  Abies grandis/Spirea betufolia.  Assoc plants:  Lonicera utahensis, Chimaphila umbellata, Thalictrum occidentale, Pyrola picta",,5740 ft.,,,,,,,,1750.0,,False,True,"Boise N.F.  Snowbank Mtn. Rd.  Veg type:  Abies grandis/Spirea betufolia.  Assoc plants:  Lonicera utahensis, Chimaphila umbellata, Thalictrum occidentale, Pyrola picta, Valley, Idaho, US"
fruits,PRESENT,1965-06-16,,167.0,167.0,1965.0,6.0,16.0,,Moist forested slope.,"U.S.A., Idaho, Teton County",,US,Idaho,Teton,,5 miles west of Victor.,,7000 ft.,,,,,,,,2134.0,,False,False,"5 miles west of Victor., Teton, Idaho, US"
flowers,PRESENT,1970-06-18,,169.0,169.0,1970.0,6.0,18.0,,Moist soil of pine fir forest.,"U.S.A., Idaho, Teton County",,US,Idaho,Teton,,"Drake Creek, 6 miles west of Victor.",,,,,,,,,,,,False,False,"Drake Creek, 6 miles west of Victor., Teton, Idaho, US"
fruits,PRESENT,1931-08-01,,213.0,213.0,1931.0,8.0,1.0,,"Slope: 30 N. <br/>Soil: Loam, gravelly small gravel. <br/>Type: woodland, timber, park, etc.: woodland. Weed, browse, grass: browse. Density in tenths: -. Principal associated plants in order of abundance: Fine grass. <br/>use: unused.","U.S.A., Idaho, Adams County",,US,Idaho,Adams,,Forest: Weiser N.F.<br/>Exact locality: Landore.,,4500 ft.,,,,,,,1996-01-01T00:00:00,1372.0,,False,True,"Forest: Weiser N.F.<br/>Exact locality: Landore., Adams, Idaho, US"
fruits,PRESENT,1999-07-01,,182.0,182.0,1999.0,7.0,1.0,,"Moist mixed conifer forest; Abies grandis, Picea engelmannii, Pseudotsuga menziesii, Pinus contorta, and Larix occidentalis.","U.S.A., Idaho, Adams County",,US,Idaho,Adams,,"Payette National Forest and vicinity: Cow Camp Trail (181) from Forest Road 074 to Pollock Creek, ca 14 air mi NNW of New Meadows; ca 18 air mi S of Riggins.",,4550-4650 ft.,,,,,,,,1402.5,15.5,False,True,"Payette National Forest and vicinity: Cow Camp Trail (181) from Forest Road 074 to Pollock Creek, ca 14 air mi NNW of New Meadows; ca 18 air mi S of Riggins., Adams, Idaho, US"
,PRESENT,2016-07-29,,211.0,211.0,2016.0,7.0,29.0,,"High rocky, granite peak with a large N aspect cliff and scree field. Patches of snow on N aspect.  N bowl dominated by Abies lasiocarpa, Saxifraga and Phyllodoce glandulifera. E and SW bowls dominated by Picea engelmannii, Pinus albicaulis, Abies lasiocarpa, Poa secunda, Juncus, Vaccinium scoparium, Phlox.","U.S.A., Idaho, Valley County",,US,Idaho,Valley,,"Rain Peak, Payette National Forest, on border of McCall and Krassel Ranger Districts. Six air mi to the E and 12 air mi to the N of McCall.  2 mi S along FS Tr 109 and 2 mi off trail to Rain Pk. Summit, while spiraling down to 8255 ft.",,8255-8755 ft.,,,,,,,2017-01-12T00:00:00,2593.0,76.0,False,True,"Rain Peak, Payette National Forest, on border of McCall and Krassel Ranger Districts. Six air mi to the E and 12 air mi to the N of McCall.  2 mi S along FS Tr 109 and 2 mi off trail to Rain Pk. Summit, while spiraling down to 8255 ft., Valley, Idaho, US"
,PRESENT,1976-08-17,,230.0,230.0,1976.0,8.0,17.0,,,"U.S.A., Idaho, Adams County",,US,Idaho,Adams,,MF of Weiser River.,,,,,,,,,,,,False,False,"MF of Weiser River., Adams, Idaho, US"
,PRESENT,1945-07-13,,194.0,194.0,1945.0,7.0,13.0,,Lodgepole forest.,"U.S.A., Montana, Meagher County",,US,Montana,Meagher,,"Harley Park, 6 mi. W Neihart, Little Belt Mts.",,,,,,,,,,,,False,False,"Harley Park, 6 mi. W Neihart, Little Belt Mts., Meagher, Montana, US"
,PRESENT,1984-06-12,,164.0,164.0,1984.0,6.0,12.0,,Douglas fir/ponderosa pine.,"U.S.A., Idaho, Boise County",,US,Idaho,Boise,,S of Tenmile campground N of Idaho City along Hwy 21.,,1500 ft.,,,,,,,,457.0,,False,True,"S of Tenmile campground N of Idaho City along Hwy 21., Boise, Idaho, US"
,PRESENT,1984-06-12,,164.0,164.0,1984.0,6.0,12.0,,Douglas fir/ponderosa pine.,"U.S.A., Idaho, Boise County",,US,Idaho,Boise,,2 mi. NW of Centerville at head of Wet Gulch.,,1400 ft.,,,,,,,,427.0,,False,True,"2 mi. NW of Centerville at head of Wet Gulch., Boise, Idaho, US"
flowers,PRESENT,1902-07-18,,199.0,199.0,1902.0,7.0,18.0,,,"U.S.A., Montana, Park County",,US,Montana,Park,,"Porcupine Creek, Crazy Mountains.",,6000 ft.,,,,,,,2006-01-01T00:00:00,1829.0,,False,False,"Porcupine Creek, Crazy Mountains., Park, Montana, US"
flowers,PRESENT,1907-07-01,,182.0,182.0,1907.0,7.0,1.0,,,"U.S.A., Montana, Gallatin County",,US,Montana,Gallatin,,Spanish Creek.,,,,,,,,,,,,False,False,"Spanish Creek., Gallatin, Montana, US"
fruits,PRESENT,1903-07-05,,186.0,186.0,1903.0,7.0,5.0,,,"U.S.A., Montana, Glacier County",,US,Montana,Glacier,,Midvale.,,,,,,,,,2006-01-01T00:00:00,,,False,False,"Midvale., Glacier, Montana, US"
flowers,PRESENT,,,,,,,,No date given.,,"U.S.A., Montana, Gallatin County",,US,Montana,Gallatin,,[No locality given].,,,,,,,,,2006-01-01T00:00:00,,,False,False,"[No locality given]., Gallatin, Montana, US"
fruits,PRESENT,1908-08-20,,233.0,233.0,1908.0,8.0,20.0,,,"U.S.A., Montana, Carbon County",,US,Montana,Carbon,,[No locality given.],,8500 ft.,,,,,,,,2591.0,,False,False,"[No locality given.], Carbon, Montana, US"
fertile,PRESENT,1923-07-11,,192.0,192.0,1923.0,7.0,11.0,,,"U.S.A., Montana, Carbon County",,US,Montana,Carbon,,West Rosebud River.,,7000 ft.,,,,,,,2006-01-01T00:00:00,2134.0,,False,False,"West Rosebud River., Carbon, Montana, US"
fruits,PRESENT,1921-07-31,,212.0,212.0,1921.0,7.0,31.0,,,"U.S.A., Montana, Powell County",,US,Montana,Powell,,"North Fork, about 15 miles out.",,,,,,,,,2006-01-01T00:00:00,,,False,False,"North Fork, about 15 miles out., Powell, Montana, US"
fruits,PRESENT,1920-08-25,,238.0,238.0,1920.0,8.0,25.0,,,"U.S.A., Montana, Flathead County",,US,Montana,Flathead,,Glacier National Park. (prob. Flathead Co.),,,,,,,,,2006-01-01T00:00:00,,,False,False,"Glacier National Park. (prob. Flathead Co.), Flathead, Montana, US"
fruits,PRESENT,1961-07-29,,210.0,210.0,1961.0,7.0,29.0,,Frequent understory of forest.,"U.S.A., Idaho, Lemhi County",,US,Idaho,Lemhi,,Lost Trail Pass along US 93.,,,,,,,,,,,,False,False,"Lost Trail Pass along US 93., Lemhi, Idaho, US"
fruits,PRESENT,1977-08-17,,229.0,229.0,1977.0,8.0,17.0,,"Douglas-fir--Vaccinium globulare forest. Associated species: Xerophyllum tenax, Calamagrostis rubescens.",,,,,,,,,,,,,,,,1977-01-01T00:00:00,,,False,False,
vegetative,PRESENT,1977-08-17,,229.0,229.0,1977.0,8.0,17.0,,"45% slope, west exposure. Shrubfield of former (cut and burned) Douglas fir with larch forest. Associated: Calamagrostis rubescens, Xerophyllum tenax, Ceanothus velutinus. Open grown habit, winter top kill.",,,,,,,,,,,,,,,,1977-01-01T00:00:00,,,False,False,
fruits,PRESENT,1961-07-29,,210.0,210.0,1961.0,7.0,29.0,,A single colony of this plant found in the understory of forest.,"U.S.A., Idaho, Lemhi County",,US,Idaho,Lemhi,,[No locality given],,,,,,,,,2006-01-01T00:00:00,,,False,False,"[No locality given], Lemhi, Idaho, US"
vegetative,PRESENT,1960-08-05,,218.0,218.0,1960.0,8.0,5.0,,Spruce.,"U.S.A., Montana, Lincoln County",,US,Montana,Lincoln,,"North of Libby, top of Zorgler Mountain.",,,,,,,,,2006-01-01T00:00:00,,,False,False,"North of Libby, top of Zorgler Mountain., Lincoln, Montana, US"
flowers and fruits,PRESENT,1889-05,,,,1889.0,5.0,,,,"U.S.A., Montana, Gallatin County",,US,Montana,Gallatin,,Mountains near Bozeman.,,,,,,,,,2006-01-01T00:00:00,,,False,False,"Mountains near Bozeman., Gallatin, Montana, US"
,PRESENT,1994,,,,1994.0,,,,,,,US,,,,Montana,,,,,,,,,,,,False,False,"Montana, , US"
,PRESENT,1980,,,,1980.0,,,,,,,US,,,,4 mi. E of Stevens Pass on U.S. 2 by turnoff in Spruce-Hemlock forest & alpine.,,,,,,,,,,,,False,False,"4 mi. E of Stevens Pass on U.S. 2 by turnoff in Spruce-Hemlock forest & alpine., , US"
,PRESENT,1978,,,,1978.0,,,,,,,US,,,,Willamette National Forest; Lost Prairie; along U.S. Hwy. 20 about 32 miles W of Sisters.,,,,,,,,,,,,False,False,"Willamette National Forest; Lost Prairie; along U.S. Hwy. 20 about 32 miles W of Sisters., , US"
,PRESENT,1966,,,,1966.0,,,,,,,US,,,,"""Sphinx glacier foreland, Garbildi park Locality Glacial moraines""",,,,,,,,,,,,False,False,"""Sphinx glacier foreland, Garbildi park Locality Glacial moraines"", , US"
,PRESENT,1991,,,,1991.0,,,,,,,US,,,,livingston,,,,,,,,,,,,False,False,"livingston, , US"
,PRESENT,1992,,,,1992.0,,,,,,,US,,,,Stillwater  co.,,,,,,,,,,,,False,False,"Stillwater  co., , US"
,PRESENT,1980,,,,1980.0,,,,,,,US,,,,"""11 mi. S of Lost Trail Pass on U.S. 93 N of North Fork at Twin Crk. Campgrd., Salmon Nat 1 Forest.""",,,,,,,,,,,,False,False,"""11 mi. S of Lost Trail Pass on U.S. 93 N of North Fork at Twin Crk. Campgrd., Salmon Nat 1 Forest."", , US"
,PRESENT,1922-07-04,,185.0,185.0,1922.0,7.0,4.0,,dry hillsides.,,,US,Idaho,Latah,,Moscow Mts.,,,,,,,,,1922-01-01T00:00:00,,,False,False,"Moscow Mts., Latah, Idaho, US"
,PRESENT,1986-06-14,,165.0,165.0,1986.0,6.0,14.0,,"0% slope, soil humus; shady, moist roadside in Abies lasiocarpa/Xerophyllum tenax habitat type Vaccinium globulare phase.",,,US,Idaho,Idaho,,"4 miles east of Lolo Pass on Packer Meadow Rd. (Forest Service rd. #373), Clearwater National Forest.",,5000 ft.,,,,,,,1986-01-01T00:00:00,1524.0,,False,True,"4 miles east of Lolo Pass on Packer Meadow Rd. (Forest Service rd. #373), Clearwater National Forest., Idaho, Idaho, US"
,PRESENT,1925-08,,,,1925.0,8.0,,1925-8,,,,US,Washington,,,Cascade Mtns,,5500',,,,,,,,1676.0,,False,False,"Cascade Mtns, , Washington, US"
,PRESENT,,,,,,,,,,,,US,Washington,Chelan County,,"Chelan County, WA",,,,,,,,,,,,False,False,"Chelan County, WA, Chelan County, Washington, US"
,PRESENT,,,,,,,,,,,,US,Idaho,Lemhi County,,"Lemhi County, ID",,,,,,,,,,,,False,False,"Lemhi County, ID, Lemhi County, Idaho, US"
,PRESENT,,,,,,,,,,,,US,Montana,Gallatin County,,"Gallatin County, MT",,,,,,,,,,,,False,False,"Gallatin County, MT, Gallatin County, Montana, US"
,PRESENT,,,,,,,,,,,,US,Washington,Chelan County,,"Chelan County, WA",,,,,,,,,,,,False,False,"Chelan County, WA, Chelan County, Washington, US"
,PRESENT,,,,,,,,,,,,US,Wyoming,Teton County,,"Teton County, WY",,,,,,,,,,,,False,False,"Teton County, WY, Teton County, Wyoming, US"
,PRESENT,,,,,,,,,,"North America, Canada",NORTH_AMERICA,CA,,,,,,,,,,,,,,,,False,False,CA
,PRESENT,,,,,,,,,,,NORTH_AMERICA,CA,,,,,,,,,,,,,,,,False,False,CA
Flowers and Fruits,PRESENT,1899-07-07,,188.0,188.0,1899.0,7.0,7.0,07/07/1899,,,NORTH_AMERICA,US,Oregon,,,Local landmark: Grizzly Peak. Quad.,,,,,,,,,,,,False,False,"Local landmark: Grizzly Peak. Quad., , Oregon, US"
,PRESENT,,,,,,,,,,America;America;United States,,US,,,,,,,,,,,,,,,,False,False,US
fl,PRESENT,1983-08-05,,217.0,217.0,1983.0,8.0,5.0,5 Aug 1983,,,,US,Colorado,Routt,,Rainbow Lake. E slope of Park Range N-facing slope. Around Lake Shore,,ca 10000 ft,,,,,,,,3048.0,,False,True,"Rainbow Lake. E slope of Park Range N-facing slope. Around Lake Shore, Routt, Colorado, US"
fl,PRESENT,1945-07-13,,194.0,194.0,1945.0,7.0,13.0,13 Jul 1945,in lodgepole forest,,,US,Montana,Meagher,,"Harley park, ca 6 mi W of Neihart, Little Belt Mts",,,,,,,,,,,,False,True,"Harley park, ca 6 mi W of Neihart, Little Belt Mts, Meagher, Montana, US"
,PRESENT,1929-08-21,,233.0,233.0,1929.0,8.0,21.0,,,"United States, Washington",NORTH_AMERICA,US,Washington,,,Blewett Pass Region. Cascade Mountains.,,,,,,,,,,,,False,False,"Blewett Pass Region. Cascade Mountains., , Washington, US"
,PRESENT,1916-07-16,,198.0,198.0,1916.0,7.0,16.0,,,"United States, Washington, Okanogan",NORTH_AMERICA,US,Washington,Okanogan,,"Headwaters of Robinson Creek, Okanogan Forests.",,,,,,,,,,,,False,False,"Headwaters of Robinson Creek, Okanogan Forests., Okanogan, Washington, US"
,PRESENT,1962-07-24,,205.0,205.0,1962.0,7.0,24.0,,,"United States, Oregon, Linn",NORTH_AMERICA,US,Oregon,Linn,,"Along US hwy 20, 2 mi. W of the Linn-Jefferson County line.",,,,,,,,,,,,False,False,"Along US hwy 20, 2 mi. W of the Linn-Jefferson County line., Linn, Oregon, US"
